Precinct	total_votes	votes|Yes	votes|No
11006	655	492	163
11007	765	595	170
11033	574	397	177
22021	426	329	97
24001	294	232	62
24002	344	272	72
24003	396	329	67
24004	260	217	43
24005	199	160	39
24006	351	285	66
24008	160	132	28
24009	338	280	58
24010	163	127	36
24011	385	309	76
24012	233	182	51
24013	218	175	43
24014	301	242	59
24015	213	178	35
24017	267	226	41
24018	351	280	71
24019	427	336	91
24020	291	235	56
24021	201	165	36
24022	472	388	84
24023	342	272	70
24024	422	336	86
24025	246	205	41
24026	443	368	75
24027	367	302	65
24028	251	210	41
24029	235	175	60
24030	193	156	37
24031	406	319	87
24032	208	160	48
24033	228	190	38
24034	305	247	58
24035	347	274	73
24036	421	338	83
24037	229	188	41
24038	291	230	61
24039	343	281	62
24040	375	312	63
25003	664	481	183
25004	441	357	84
25010	749	512	237
25016	709	489	220
25020	347	293	54
25025	477	351	126
25029	375	309	66
25031	876	602	274
27002	459	338	121
27004	246	192	54
27010	388	326	62
27014	239	191	48
27016	556	382	174
27017	446	347	99
27018	296	239	57
27025	388	305	83
27026	295	229	66
27027	560	438	122
27030	204	159	45
27032	358	292	66
27033	445	320	125
27036	304	245	59
27039	290	235	55
27041	329	280	49
27043	337	273	64
27045	874	660	214
27049	307	244	63
27050	375	297	78
28002	320	270	50
28003	281	231	50
28004	351	263	88
28005	155	134	21
28006	187	151	36
28007	388	315	73
28008	437	338	99
28009	354	292	62
28010	475	360	115
28011	760	592	168
28013	286	237	49
28015	110	94	16
28016	222	188	34
28017	306	266	40
28018	267	224	43
28019	332	262	70
28020	355	308	47
28022	313	257	56
28024	297	237	60
28025	421	364	57
28026	388	322	66
28027	403	300	103
28028	441	314	127
28029	196	155	41
28030	61	49	12
28032	367	296	71
28033	380	328	52
28034	690	597	93
28035	435	366	69
28036	181	150	31
28037	470	383	87
28044	260	219	41
28045	444	337	107
28046	672	496	176
42003	654	474	180
42012	484	334	150
42016	622	418	204
42018	720	519	201
42021	624	454	170
42036	978	678	300
42041	627	427	200
