Precinct	total_votes	votes|Yes	votes|No
1004	590	273	317
1017	461	185	276
1020	441	163	278
1023	734	269	465
1026	351	130	221
1030	620	246	374
1043	349	155	194
25007	438	159	279
25008	499	145	354
25009	473	165	308
25012	446	135	311
25013	479	137	342
25023	519	148	371
25024	469	165	304
26002	347	131	216
26005	341	127	214
26006	318	136	182
26011	334	147	187
26014	288	96	192
26021	465	184	281
26048	357	133	224
33001	540	218	322
33002	605	226	379
33003	640	201	439
33004	741	325	416
33005	464	202	262
33006	489	190	299
33007	557	245	312
33008	703	249	454
33009	613	290	323
33010	493	222	271
33011	592	247	345
33012	602	271	331
33013	545	222	323
33014	290	124	166
33015	599	212	387
33016	763	358	405
33017	624	275	349
33018	677	275	402
33019	600	270	330
33020	628	252	376
33021	621	204	417
33022	550	216	334
33023	597	210	387
33024	715	220	495
33025	692	249	443
33026	457	164	293
33027	579	232	347
33028	495	189	306
