Precinct	total_votes	votes|Yes	votes|No
32003	481	452	29
32011	424	394	30
32012	351	327	24
32014	428	387	41
32017	453	431	22
32020	401	379	22
32022	547	492	55
32026	450	416	34
32028	441	408	33
32043	384	357	27
