Precinct	total_votes	votes|Yes	votes|No
29001	500	406	94
29002	468	446	22
29003	377	355	22
29004	384	359	25
29005	304	290	14
29006	296	285	11
29007	378	326	52
29008	324	304	20
29009	438	343	95
29010	523	424	99
29011	207	193	14
29012	460	425	35
29013	393	371	22
29014	336	317	19
29015	434	402	32
29016	346	327	19
29017	325	310	15
29018	341	324	17
29019	384	366	18
29020	432	406	26
29021	461	436	25
29022	252	221	31
29023	416	321	95
29024	333	307	26
29025	427	414	13
29026	358	330	28
29027	328	310	18
29028	450	422	28
29029	350	256	94
29030	490	422	68
29031	398	286	112
29032	347	244	103
29033	248	225	23
29034	271	245	26
29035	282	269	13
29036	328	309	19
29037	358	342	16
29038	386	315	71
29039	331	252	79
29040	416	398	18
29041	284	269	15
29042	398	377	21
29043	478	417	61
29044	457	429	28
