Precinct	total_votes	votes|Yes	votes|No
16001	327	197	130
16002	264	222	42
16003	225	202	23
16004	264	218	46
16005	190	165	25
16006	262	235	27
16007	242	201	41
16008	169	143	26
16009	264	240	24
16010	240	212	28
16011	245	196	49
16012	216	184	32
16013	241	175	66
16014	185	160	25
16015	266	239	27
16016	235	217	18
16017	300	234	66
16018	269	217	52
16019	226	189	37
16020	199	175	24
16021	221	196	25
16022	211	179	32
16023	291	187	104
16024	143	131	12
16025	309	276	33
16026	190	177	13
16027	215	188	27
16028	216	194	22
16029	235	205	30
16030	206	184	22
16031	259	222	37
16032	272	167	105
16033	240	213	27
16034	236	213	23
16035	303	223	80
16036	203	189	14
