Precinct	total_votes	votes|Iris Y. Martinez	votes|Barbara Bellar
Oak Park 6	1,055	928	127
Oak Park 7	615	523	92
Oak Park 8	795	736	59
Oak Park 9	521	471	50
Oak Park 10	813	716	97
Oak Park 11	730	632	98
Oak Park 12	453	378	75
Oak Park 13	803	739	64
Oak Park 14	888	729	159
Oak Park 15	1,025	932	93
Oak Park 16	1,152	977	175
Oak Park 17	1,177	1,011	166
Oak Park 18	732	598	134
Oak Park 19	959	786	173
Oak Park 20	1,258	1,059	199
Oak Park 21	636	575	61
Oak Park 22	691	599	92
Oak Park 23	862	721	141
Oak Park 24	610	490	120
Oak Park 25	821	705	116
Oak Park 26	723	652	71
Oak Park 27	254	221	33
Oak Park 28	1,122	970	152
Oak Park 29	754	627	127
Oak Park 30	913	825	88
Oak Park 31	1,250	1,102	148
Oak Park 32	553	498	55
Oak Park 33	727	649	78
Oak Park 34	685	586	99
Oak Park 35	1,057	898	159
Oak Park 36	983	836	147
Oak Park 37	453	396	57
Orland 1	1,081	575	506
Orland 2	851	350	501
Orland 3	458	270	188
Orland 4	519	240	279
Orland 5	532	233	299
Orland 6	446	225	221
Orland 7	467	235	232
Orland 8	622	306	316
Orland 9	856	444	412
Orland 10	749	365	384
Orland 11	488	237	251
Orland 12	369	156	213
Orland 13	946	506	440
Orland 14	724	343	381
Orland 15	1,006	398	608
Orland 16	741	287	454
Orland 17	500	296	204
Orland 18	953	423	530
Orland 19	500	234	266
Orland 20	423	155	268
Orland 21	843	347	496
Orland 22	665	317	348
Orland 23	548	256	292
Orland 24	675	283	392
Orland 25	1,062	509	553
Orland 26	599	309	290
Orland 27	490	260	230
Orland 28	511	213	298
Orland 29	1,190	505	685
Orland 30	469	213	256
Orland 31	560	267	293
Orland 32	466	218	248
Orland 33	557	241	316
Orland 34	772	354	418
Orland 35	743	320	423
Orland 36	909	493	416
Orland 37	734	329	405
Orland 38	423	205	218
Orland 39	571	274	297
Orland 40	829	380	449
Orland 41	630	276	354
Orland 42	800	349	451
Orland 43	621	309	312
Orland 44	605	268	337
Orland 45	629	265	364
Orland 46	532	263	269
Orland 47	1,033	428	605
Orland 48	671	317	354
Orland 49	510	217	293
Orland 50	588	291	297
Orland 51	905	392	513
Orland 52	663	283	380
Orland 53	569	266	303
Orland 54	1,009	411	598
Orland 55	525	229	296
Orland 56	621	204	417
Orland 57	722	303	419
Orland 58	714	329	385
Orland 59	733	335	398
Orland 60	497	213	284
Orland 61	597	273	324
Orland 62	746	368	378
Orland 63	781	330	451
Orland 64	1,023	361	662
Orland 65	682	276	406
Orland 66	644	318	326
Orland 67	442	217	225
Orland 68	561	249	312
Orland 69	433	286	147
Orland 70	954	460	494
Orland 71	646	221	425
Orland 72	560	294	266
Orland 73	941	506	435
Orland 74	459	222	237
Orland 75	861	307	554
Palatine 1	551	299	252
Palatine 2	973	518	455
Palatine 3	613	232	381
Palatine 4	522	374	148
Palatine 5	942	518	424
Palatine 6	836	484	352
Palatine 7	760	431	329
Palatine 8	828	495	333
Palatine 9	700	338	362
Palatine 10	940	378	562
Palatine 11	663	380	283
Palatine 12	714	296	418
Palatine 13	707	382	325
Palatine 14	712	404	308
Palatine 15	871	476	395
Palatine 16	666	442	224
Palatine 17	703	402	301
Palatine 18	513	296	217
Palatine 19	777	364	413
Palatine 20	711	497	214
Palatine 21	914	479	435
Palatine 22	677	379	298
Palatine 23	546	196	350
Palatine 24	989	546	443
Palatine 25	594	327	267
Palatine 26	885	497	388
Palatine 27	568	331	237
Palatine 28	506	259	247
Palatine 29	951	529	422
Palatine 30	588	337	251
Palatine 31	531	277	254
Palatine 32	693	360	333
Palatine 33	468	301	167
Palatine 34	907	429	478
Palatine 35	633	353	280
Palatine 36	686	401	285
Palatine 37	875	511	364
Palatine 38	700	318	382
Palatine 39	1,042	550	492
Palatine 40	1,152	580	572
Palatine 41	1,026	575	451
Palatine 42	944	523	421
Palatine 43	722	358	364
Palatine 44	967	355	612
Palatine 45	556	273	283
Palatine 46	863	479	384
Palatine 47	799	405	394
Palatine 48	560	297	263
Palatine 49	570	235	335
Palatine 50	1,109	571	538
Palatine 51	435	226	209
Palatine 52	760	368	392
Palatine 53	609	334	275
Palatine 54	903	507	396
Palatine 55	534	273	261
Palatine 56	907	514	393
Palatine 57	982	584	398
Palatine 58	710	411	299
Palatine 59	1,040	641	399
Palatine 60	776	553	223
Palatine 61	491	327	164
Palatine 62	700	478	222
Palatine 63	789	409	380
Palatine 64	789	451	338
Palatine 65	632	345	287
Palatine 66	937	616	321
Palatine 67	652	236	416
Palatine 68	616	302	314
Palatine 69	732	437	295
Palos 1	449	172	277
Palos 2	524	196	328
Palos 3	562	227	335
Palos 4	523	244	279
Palos 5	512	236	276
Palos 6	392	211	181
Palos 7	752	371	381
Palos 8	323	136	187
Palos 9	544	198	346
Palos 10	834	293	541
Palos 11	733	266	467
Palos 12	674	349	325
Palos 13	724	286	438
Palos 14	439	221	218
Palos 15	600	241	359
Palos 16	918	379	539
Palos 17	888	423	465
Palos 18	752	375	377
Palos 19	841	400	441
Palos 20	810	386	424
Palos 21	526	250	276
Palos 22	107	55	52
Palos 23	531	287	244
Palos 24	461	163	298
Palos 25	524	447	77
Palos 26	453	196	257
Palos 27	735	394	341
Palos 28	565	455	110
Palos 29	732	312	420
Palos 30	760	360	400
Palos 31	781	339	442
Palos 32	341	152	189
Palos 33	734	297	437
Palos 34	462	207	255
Palos 35	944	411	533
Palos 36	813	378	435
Palos 37	812	324	488
Palos 38	710	308	402
Palos 39	864	367	497
Proviso 1	550	462	88
Proviso 2	548	484	64
Proviso 3	728	604	124
Proviso 4	634	599	35
Proviso 5	586	559	27
Proviso 6	518	292	226
Proviso 7	90	57	33
Proviso 8	436	356	80
Proviso 9	556	525	31
Proviso 10	550	474	76
Proviso 11	574	457	117
Proviso 12	718	513	205
Proviso 13	729	536	193
Proviso 14	458	334	124
Proviso 15	591	503	88
Proviso 16	655	526	129
Proviso 17	416	386	30
Proviso 18	818	759	59
Proviso 19	612	576	36
Proviso 20	505	482	23
Proviso 21	536	334	202
Proviso 22	475	449	26
Proviso 23	258	141	117
Proviso 24	931	549	382
Proviso 25	819	500	319
Proviso 26	849	582	267
Proviso 27	778	506	272
Proviso 28	833	499	334
Proviso 29	905	621	284
Proviso 30	701	588	113
Proviso 31	370	342	28
Proviso 32	836	532	304
Proviso 33	693	658	35
Proviso 34	980	904	76
Proviso 35	848	433	415
Proviso 36	615	584	31
Proviso 37	413	391	22
Proviso 38	596	548	48
Proviso 39	785	656	129
Proviso 40	559	529	30
Proviso 41	484	460	24
Proviso 42	384	361	23
Proviso 43	390	366	24
Proviso 44	442	407	35
Proviso 45	539	513	26
Proviso 46	198	94	104
Proviso 47	354	331	23
Proviso 48	764	688	76
Proviso 49	463	390	73
Proviso 50	1,073	816	257
Proviso 51	758	518	240
Proviso 52	458	421	37
Proviso 53	626	595	31
Proviso 54	1,102	691	411
Proviso 55	651	400	251
Proviso 56	447	426	21
Proviso 57	651	431	220
Proviso 58	401	371	30
Proviso 59	574	449	125
Proviso 60	449	378	71
Proviso 61	700	608	92
Proviso 62	789	644	145
Proviso 63	849	503	346
Proviso 64	605	568	37
Proviso 65	546	478	68
Proviso 66	872	701	171
Proviso 67	950	766	184
Proviso 68	439	324	115
Proviso 69	463	430	33
Proviso 70	577	338	239
Proviso 71	1,174	916	258
Proviso 72	568	470	98
Proviso 73	643	508	135
Proviso 74	695	572	123
Proviso 75	757	505	252
Proviso 76	805	648	157
Proviso 77	466	286	180
Proviso 78	271	194	77
Proviso 79	480	436	44
Proviso 80	471	375	96
Proviso 81	544	421	123
Proviso 82	872	817	55
Proviso 83	746	693	53
Proviso 84	544	257	287
Proviso 85	836	540	296
Proviso 86	559	527	32
Proviso 87	703	459	244
Proviso 88	342	300	42
Proviso 89	521	329	192
Proviso 90	1,109	751	358
Proviso 91	552	427	125
Proviso 92	953	626	327
Proviso 93	509	382	127
Proviso 94	513	494	19
Proviso 95	499	364	135
Proviso 96	435	280	155
Proviso 97	969	564	405
Proviso 98	677	416	261
Proviso 99	623	583	40
Proviso 100	868	466	402
Proviso 101	643	409	234
Proviso 102	861	563	298
Rich 1	2,288	2,211	77
Rich 2	662	622	40
Rich 3	932	796	136
Rich 4	577	538	39
Rich 5	840	752	88
Rich 6	882	817	65
Rich 7	644	469	175
Rich 8	1,139	1,027	112
Rich 9	745	710	35
Rich 10	550	488	62
Rich 11	676	568	108
Rich 12	805	706	99
Rich 13	404	351	53
Rich 14	629	515	114
Rich 15	1,079	1,035	44
Rich 16	540	436	104
Rich 17	614	490	124
Rich 18	761	710	51
Rich 19	458	251	207
Rich 20	1,113	602	511
Rich 21	818	713	105
Rich 22	690	581	109
Rich 23	1,011	955	56
Rich 24	764	670	94
Rich 25	1,025	945	80
Rich 26	813	693	120
Rich 27	808	738	70
Rich 28	546	517	29
Rich 29	733	565	168
Rich 30	889	848	41
Rich 31	603	463	140
Rich 32	915	837	78
Rich 33	567	405	162
Rich 34	625	585	40
Rich 35	529	476	53
Rich 36	1,738	1,630	108
Rich 37	534	519	15
Rich 38	686	630	56
Rich 39	742	662	80
Rich 40	629	591	38
Rich 41	465	427	38
Rich 42	643	614	29
Rich 43	760	728	32
Rich 44	530	503	27
Rich 45	882	780	102
Rich 46	967	936	31
Rich 47	1,067	991	76
Rich 48	690	663	27
Rich 49	713	592	121
Rich 50	420	217	203
Rich 51	632	589	43
River Forest 1	1,095	653	442
River Forest 2	679	371	308
River Forest 3	748	560	188
River Forest 4	853	607	246
River Forest 5	592	421	171
River Forest 6	533	354	179
River Forest 7	779	562	217
River Forest 8	993	729	264
Riverside 1	850	497	353
Riverside 2	74	42	32
Riverside 3	486	321	165
Riverside 4	975	588	387
Riverside 5	512	339	173
Riverside 6	643	399	244
Riverside 7	555	333	222
Riverside 8	881	571	310
Riverside 9	625	379	246
Riverside 10	859	513	346
Riverside 11	925	560	365
Riverside 12	529	339	190
Riverside 13	877	535	342
Schaumburg 1	1,232	815	417
Schaumburg 2	1,149	782	367
Schaumburg 3	724	397	327
Schaumburg 4	447	315	132
Schaumburg 5	367	197	170
Schaumburg 6	653	392	261
Schaumburg 7	541	363	178
Schaumburg 8	579	340	239
Schaumburg 9	639	412	227
Schaumburg 10	479	291	188
Schaumburg 11	676	332	344
Schaumburg 12	755	453	302
Schaumburg 13	541	289	252
Schaumburg 14	773	409	364
Schaumburg 15	730	403	327
Schaumburg 16	881	520	361
Schaumburg 17	679	385	294
Schaumburg 18	644	427	217
Schaumburg 19	526	345	181
Schaumburg 20	545	293	252
Schaumburg 21	924	487	437
Schaumburg 22	798	563	235
Schaumburg 23	767	456	311
Schaumburg 24	835	440	395
Schaumburg 25	697	412	285
Schaumburg 26	785	467	318
Schaumburg 27	664	444	220
Schaumburg 28	801	493	308
Schaumburg 29	799	448	351
Schaumburg 30	613	359	254
Schaumburg 31	925	569	356
Schaumburg 32	867	497	370
Schaumburg 33	579	304	275
Schaumburg 34	792	556	236
Schaumburg 35	512	326	186
Schaumburg 36	509	287	222
Schaumburg 37	479	275	204
Schaumburg 38	669	399	270
Schaumburg 39	987	547	440
Schaumburg 40	635	334	301
Schaumburg 41	643	353	290
Schaumburg 42	906	591	315
Schaumburg 43	614	444	170
Schaumburg 44	918	679	239
Schaumburg 45	830	515	315
Schaumburg 46	518	306	212
Schaumburg 47	680	343	337
Schaumburg 48	623	348	275
Schaumburg 49	546	320	226
Schaumburg 50	508	235	273
Schaumburg 51	550	387	163
Schaumburg 52	972	495	477
Schaumburg 53	672	391	281
Schaumburg 54	887	484	403
Schaumburg 55	614	303	311
Schaumburg 56	787	422	365
Schaumburg 57	932	435	497
Schaumburg 58	510	292	218
Schaumburg 59	916	419	497
Schaumburg 60	570	376	194
Schaumburg 61	1,041	577	464
Schaumburg 62	888	553	335
Schaumburg 63	646	315	331
Schaumburg 64	659	370	289
Schaumburg 65	576	338	238
Schaumburg 66	658	356	302
Schaumburg 67	713	386	327
Schaumburg 68	689	362	327
Schaumburg 69	570	298	272
Schaumburg 70	620	251	369
Schaumburg 71	687	410	277
Schaumburg 72	676	400	276
Schaumburg 73	861	473	388
Schaumburg 74	562	279	283
Schaumburg 75	578	292	286
Schaumburg 76	711	357	354
Schaumburg 77	950	558	392
Schaumburg 78	652	399	253
Stickney 1	358	194	164
Stickney 2	511	345	166
Stickney 3	962	580	382
Stickney 4	768	410	358
Stickney 5	860	489	371
Stickney 6	964	532	432
Stickney 7	428	288	140
Stickney 8	675	396	279
Stickney 9	638	366	272
Stickney 10	762	475	287
Stickney 11	726	426	300
Stickney 12	740	428	312
Stickney 13	593	365	228
Stickney 14	855	447	408
Stickney 15	787	493	294
Stickney 16	814	540	274
Stickney 17	471	310	161
Stickney 18	416	239	177
Stickney 19	608	397	211
Stickney 20	566	364	202
Thornton 1	326	307	19
Thornton 2	294	265	29
Thornton 3	616	546	70
Thornton 4	670	647	23
Thornton 5	475	413	62
Thornton 6	708	673	35
Thornton 7	493	479	14
Thornton 8	631	600	31
Thornton 9	270	254	16
Thornton 10	603	542	61
Thornton 11	329	302	27
Thornton 12	513	458	55
Thornton 13	586	455	131
Thornton 14	619	505	114
Thornton 15	543	510	33
Thornton 16	628	426	202
Thornton 17	762	610	152
Thornton 18	966	644	322
Thornton 19	788	617	171
Thornton 20	471	268	203
Thornton 21	851	737	114
Thornton 22	509	485	24
Thornton 23	544	481	63
Thornton 24	751	559	192
Thornton 25	623	445	178
Thornton 26	544	416	128
Thornton 27	754	679	75
Thornton 28	417	364	53
Thornton 29	298	288	10
Thornton 30	354	334	20
Thornton 31	207	174	33
Thornton 32	427	401	26
Thornton 33	530	505	25
Thornton 34	797	757	40
Thornton 35	849	785	64
Thornton 36	258	245	13
Thornton 37	703	538	165
Thornton 38	822	752	70
Thornton 39	397	377	20
Thornton 40	400	383	17
Thornton 41	376	334	42
Thornton 42	358	343	15
Thornton 43	551	356	195
Thornton 44	401	374	27
Thornton 45	491	473	18
Thornton 46	605	572	33
Thornton 47	497	369	128
Thornton 48	546	521	25
Thornton 49	292	277	15
Thornton 50	491	407	84
Thornton 51	535	361	174
Thornton 52	556	534	22
Thornton 53	392	370	22
Thornton 54	848	764	84
Thornton 55	419	388	31
Thornton 56	567	472	95
Thornton 57	449	272	177
Thornton 58	662	573	89
Thornton 59	390	353	37
Thornton 60	349	330	19
Thornton 61	390	342	48
Thornton 62	222	164	58
Thornton 63	356	292	64
Thornton 64	455	442	13
Thornton 65	843	604	239
Thornton 66	852	776	76
Thornton 67	809	591	218
Thornton 68	668	479	189
Thornton 69	388	370	18
Thornton 70	310	290	20
Thornton 71	301	286	15
Thornton 72	574	551	23
Thornton 73	862	774	88
Thornton 74	610	580	30
Thornton 75	523	505	18
Thornton 76	688	625	63
Thornton 77	880	835	45
Thornton 78	596	571	25
Thornton 79	593	510	83
Thornton 80	542	487	55
Thornton 81	528	484	44
Thornton 82	548	314	234
Thornton 83	754	713	41
Thornton 84	732	700	32
Thornton 85	454	424	30
Thornton 86	486	455	31
Thornton 87	768	730	38
Thornton 88	561	531	30
Thornton 89	776	719	57
Thornton 90	585	529	56
Thornton 91	554	493	61
Thornton 92	687	604	83
Thornton 93	386	363	23
Thornton 94	662	610	52
Thornton 95	355	345	10
Thornton 96	437	407	30
Thornton 97	291	226	65
Thornton 98	211	195	16
Thornton 99	499	452	47
Thornton 100	347	315	32
Thornton 101	472	439	33
Thornton 102	333	307	26
Thornton 103	319	297	22
Thornton 104	208	194	14
Thornton 105	492	464	28
Thornton 106	348	327	21
Thornton 107	737	694	43
Thornton 108	326	294	32
Thornton 109	375	345	30
Thornton 110	334	314	20
Thornton 111	365	345	20
Thornton 112	320	287	33
Thornton 113	268	250	18
Thornton 114	580	434	146
Thornton 115	558	528	30
Thornton 116	644	558	86
Thornton 117	701	507	194
Thornton 118	568	444	124
Thornton 119	551	514	37
Thornton 120	909	835	74
Thornton 121	423	399	24
Thornton 122	829	725	104
Thornton 123	398	367	31
Wheeling 1	785	393	392
Wheeling 2	541	271	270
Wheeling 3	725	429	296
Wheeling 4	543	334	209
Wheeling 5	695	426	269
Wheeling 6	484	277	207
Wheeling 7	930	542	388
Wheeling 8	506	283	223
Wheeling 9	690	435	255
Wheeling 10	944	520	424
Wheeling 11	1,024	528	496
Wheeling 12	1,088	502	586
Wheeling 13	688	310	378
Wheeling 14	571	306	265
Wheeling 15	596	333	263
Wheeling 16	347	221	126
Wheeling 17	709	396	313
Wheeling 18	680	368	312
Wheeling 19	925	554	371
Wheeling 20	796	471	325
Wheeling 21	532	243	289
Wheeling 22	822	488	334
Wheeling 23	687	317	370
Wheeling 24	526	237	289
Wheeling 25	872	546	326
Wheeling 26	1,031	575	456
Wheeling 27	1,097	617	480
Wheeling 28	979	470	509
Wheeling 29	472	254	218
Wheeling 30	1,041	502	539
Wheeling 31	531	287	244
Wheeling 32	501	248	253
Wheeling 33	515	316	199
Wheeling 34	954	517	437
Wheeling 35	660	344	316
Wheeling 36	1,026	563	463
Wheeling 37	879	618	261
Wheeling 38	895	515	380
Wheeling 39	827	497	330
Wheeling 40	806	392	414
Wheeling 41	1,221	634	587
Wheeling 42	1,010	485	525
Wheeling 43	895	516	379
Wheeling 44	883	412	471
Wheeling 45	581	350	231
Wheeling 46	1,182	569	613
Wheeling 47	688	357	331
Wheeling 48	620	341	279
Wheeling 49	1,051	711	340
Wheeling 50	597	411	186
Wheeling 51	906	453	453
Wheeling 52	634	360	274
Wheeling 53	813	398	415
Wheeling 54	920	404	516
Wheeling 55	763	460	303
Wheeling 56	667	364	303
Wheeling 57	828	430	398
Wheeling 58	667	315	352
Wheeling 59	884	489	395
Wheeling 60	510	338	172
Wheeling 61	930	396	534
Wheeling 62	859	494	365
Wheeling 63	682	371	311
Wheeling 64	1,085	658	427
Wheeling 65	996	516	480
Wheeling 66	904	495	409
Wheeling 67	408	274	134
Wheeling 68	448	210	238
Wheeling 69	722	445	277
Wheeling 70	958	555	403
Wheeling 71	1,106	591	515
Wheeling 72	688	410	278
Wheeling 73	771	449	322
Wheeling 74	493	301	192
Wheeling 75	791	398	393
Wheeling 76	1,010	569	441
Wheeling 77	377	255	122
Wheeling 78	1,089	608	481
Wheeling 79	643	375	268
Wheeling 80	689	410	279
Wheeling 81	548	307	241
Wheeling 82	980	563	417
Wheeling 83	1,033	560	473
Wheeling 84	1,058	659	399
Wheeling 85	619	313	306
Wheeling 86	845	423	422
Wheeling 87	700	396	304
Wheeling 88	894	530	364
Wheeling 89	471	267	204
Wheeling 90	708	373	335
Wheeling 91	846	523	323
Wheeling 92	1,125	609	516
Worth 1	395	222	173
Worth 2	808	467	341
Worth 3	676	365	311
Worth 4	914	660	254
Worth 5	753	350	403
Worth 6	778	377	401
Worth 7	693	277	416
Worth 8	774	548	226
Worth 9	745	421	324
Worth 10	814	564	250
Worth 11	706	413	293
Worth 12	446	264	182
Worth 13	746	470	276
Worth 14	596	463	133
Worth 15	903	572	331
Worth 16	903	419	484
Worth 17	762	585	177
Worth 18	497	182	315
Worth 19	660	438	222
Worth 20	498	358	140
Worth 21	946	550	396
Worth 22	551	312	239
Worth 23	801	393	408
Worth 24	406	348	58
Worth 25	827	476	351
Worth 26	567	324	243
Worth 27	557	290	267
Worth 28	516	358	158
Worth 29	396	328	68
Worth 30	742	420	322
Worth 31	839	569	270
Worth 32	469	259	210
Worth 33	692	381	311
Worth 34	665	454	211
Worth 35	805	417	388
Worth 36	772	502	270
Worth 37	497	402	95
Worth 38	700	523	177
Worth 39	616	344	272
Worth 40	735	485	250
Worth 41	384	199	185
Worth 42	606	346	260
Worth 43	360	339	21
Worth 44	484	262	222
Worth 45	530	284	246
Worth 46	849	446	403
Worth 47	413	238	175
Worth 48	508	273	235
Worth 49	429	218	211
Worth 50	676	343	333
Worth 51	487	206	281
Worth 52	428	241	187
Worth 53	711	391	320
Worth 54	704	450	254
Worth 55	401	259	142
Worth 56	651	308	343
Worth 57	767	442	325
Worth 58	733	439	294
Worth 59	808	666	142
Worth 60	422	200	222
Worth 61	583	294	289
Worth 62	399	182	217
Worth 63	649	423	226
Worth 64	937	392	545
Worth 65	988	398	590
Worth 66	562	264	298
Worth 67	478	210	268
Worth 68	521	422	99
Worth 69	803	578	225
Worth 70	808	443	365
Worth 71	554	279	275
Worth 72	736	476	260
Worth 73	450	289	161
Worth 74	290	162	128
Worth 75	869	495	374
Worth 76	350	225	125
Worth 77	698	395	303
Worth 78	848	479	369
Worth 79	454	168	286
Worth 80	758	598	160
Worth 81	519	205	314
Worth 82	638	321	317
Worth 83	306	220	86
Worth 84	720	358	362
Worth 85	691	396	295
Worth 86	678	355	323
Worth 87	602	329	273
Worth 88	417	249	168
Worth 89	874	361	513
Worth 90	771	464	307
Worth 91	363	215	148
Worth 92	722	417	305
Worth 93	386	223	163
Worth 94	799	445	354
Worth 95	741	326	415
Worth 96	824	602	222
Worth 97	560	435	125
Worth 98	765	409	356
Worth 99	448	246	202
Worth 100	727	374	353
