Precinct	total_votes	votes|Yes	votes|No
03001	763	723	40
03002	600	553	47
03003	478	420	58
03004	631	562	69
03005	324	301	23
03006	857	660	197
03007	342	305	37
03008	434	402	32
03009	660	590	70
03011	630	581	49
03012	541	497	44
03013	704	560	144
03014	699	600	99
03015	518	484	34
03016	456	426	30
03017	870	778	92
03018	755	674	81
03019	743	573	170
03020	604	558	46
03021	648	495	153
03022	862	676	186
03023	495	438	57
03024	491	458	33
03025	1037	794	243
03026	651	491	160
03027	792	603	189
03028	310	288	22
03029	602	561	41
03030	481	446	35
03031	664	605	59
03032	940	799	141
03033	746	625	121
03034	910	769	141
03035	298	262	36
03036	260	235	25
03037	505	466	39
03038	395	359	36
03039	1167	965	202
03040	623	561	62
03041	399	350	49
04003	490	470	20
04004	782	703	79
04006	649	572	77
04007	746	677	69
04008	663	615	48
04011	599	542	57
04012	755	699	56
04014	608	536	72
04018	571	519	52
04019	449	410	39
04025	764	646	118
04028	529	493	36
04029	552	515	37
04030	815	762	53
04032	671	602	69
04035	692	641	51
04036	729	666	63
04038	657	606	51
20007	509	482	27
20011	560	517	43
20012	411	372	39
20014	242	228	14
20023	251	240	11
20031	523	489	34
20037	128	121	7
25027	730	582	148
