Precinct	total_votes	votes|Brandon Johnson (Warren)	votes|Jamie Brown (Warren)	votes|Frederick ''Fritz'' Kaegi (Warren)	votes|Mony Ruiz Velasco (Warren)	votes|Marlon D. Harris (Warren)	votes|Harlene Ellin (Warren)	votes|Mihir Garud (Warren)	votes|Benetta Mansfield (Warren)	votes|Mary Ann Abbott (Yang)	votes|David Hernandez (Yang)	votes|Elizabeth Henricks (Yang)	votes|Steven Dyme (Yang)	votes|Yvonne O'Connor (Yang)	votes|Peter Wojda IV (Yang)	votes|Rudyard ''Rudy'' Urian (Yang)	votes|Marty Castro (Buttigieg)	votes|Eric Davis (Buttigieg)	votes|Thomas Gary (Buttigieg)	votes|Marla Izbicky (Buttigieg)	votes|Amalia Mahoney (Buttigieg)	votes|Cristal Thomas Gary (Buttigieg)	votes|Melissa Conyears-Ervin (Biden)	votes|Pat Quinn (Biden)	votes|Emma M. Mitts (Biden)	votes|Brendan Reilly (Biden)	votes|Patricia Dowell (Biden)	votes|Rory Hoskins (Biden)	votes|Barbara McGowan (Biden)	votes|Marcelino Garcia (Biden)	votes|Claudia Moreno-Nunez (Sanders)	votes|Julie Lehrman (Sanders)	votes|Martese Luzette Chism (Sanders)	votes|Ojus Khanolkar (Sanders)	votes|Dominique Coronel (Sanders)	votes|Miguel Bautista (Sanders)	votes|Ronald Lawless (Sanders)	votes|Tim Thomas (Sanders)	votes|Barton Moy (Klobuchar)	votes|Gail M. Silver (Klobuchar)	votes|Joan L. Long (Klobuchar)	votes|Addison Woodward (Klobuchar)	votes|Ann Henstrand (Klobuchar)	votes|Jennifer Vincent (Klobuchar)	votes|Markayle Tolliver (Klobuchar)	votes|Thomas A. (Tom) Ciavarella (Klobuchar)
Berwyn Ward 8 Precinct 1	2,768	29	33	22	44	28	29	22	27	23	25	13	10	6	4	6	13	7	10	10	7	7	83	111	131	124	131	112	130	128	205	180	169	164	187	196	154	155	6	7	5	3	3	6	2	1
Berwyn Ward 8 Precinct 2	236	1	1	0	2	1	1	1	1	2	2	0	0	0	0	1	2	2	0	1	1	0	8	6	6	6	8	5	7	8	22	20	20	19	19	20	20	20	1	0	0	1	1	0	0	0
Oak Park 1	2,568	73	46	44	35	34	42	31	34	12	10	10	5	4	3	2	8	11	4	5	5	2	138	165	208	200	200	186	197	179	96	96	78	77	83	82	69	66	6	6	4	4	4	2	1	1
Oak Park 2	4,318	52	33	44	22	30	40	24	35	15	14	9	4	6	0	3	20	20	24	18	17	21	305	352	392	389	396	379	384	365	120	117	104	106	104	103	98	91	10	11	8	9	5	7	5	7
Oak Park 3	4,671	64	48	52	50	39	45	42	47	17	10	11	5	5	4	7	14	12	7	5	9	7	266	295	348	338	347	328	345	331	201	195	187	186	193	193	172	177	8	9	11	9	13	10	6	3
Oak Park 4	3,589	38	26	30	25	23	35	22	23	12	10	11	6	9	5	4	14	12	13	16	16	14	223	264	300	300	306	300	295	289	118	116	110	110	109	112	107	104	10	12	11	6	8	5	6	4
Oak Park 5	3,951	45	33	44	35	30	55	37	38	8	11	10	3	6	3	4	15	11	13	10	12	7	262	312	333	333	337	327	329	323	131	130	117	114	112	113	107	105	1	8	7	3	6	6	4	1
Oak Park 6	3,712	69	58	58	48	54	57	44	61	12	19	12	9	5	2	5	11	16	16	14	11	9	173	214	257	242	247	232	246	230	169	157	151	147	156	149	137	130	7	15	14	10	10	12	8	9
Oak Park 7	2,634	40	27	32	33	23	30	30	23	13	7	10	4	7	3	4	8	5	3	5	10	4	170	198	216	211	215	205	214	201	95	81	82	81	78	81	72	73	5	4	6	6	6	5	4	4
Oak Park 8	3,587	93	74	81	62	48	63	49	57	11	11	13	6	6	3	3	7	13	12	6	4	6	176	202	253	231	244	229	251	236	151	144	143	129	144	135	119	125	5	7	7	4	8	6	6	4
Oak Park 9	2,355	36	31	28	25	27	27	24	23	9	9	7	3	3	4	7	3	2	8	5	6	1	116	131	160	157	159	158	160	152	114	108	109	110	108	106	98	99	2	2	4	5	3	4	1	1
Oak Park 10	3,621	56	42	62	43	36	38	33	42	10	9	10	5	8	4	5	10	10	9	15	7	6	207	226	284	274	288	268	278	267	145	134	128	123	125	123	117	110	6	11	9	9	12	11	4	2
Oak Park 11	3,046	61	43	52	37	41	38	32	40	12	11	12	11	6	3	6	10	15	12	12	9	13	154	185	234	208	214	209	221	208	124	125	107	107	103	111	97	94	7	10	9	8	8	12	9	6
Oak Park 12	1,836	28	16	26	20	13	16	14	13	5	6	4	2	2	2	2	7	7	6	5	6	4	99	98	129	123	126	121	122	117	90	89	88	85	84	85	78	78	0	5	3	5	3	1	2	1
Oak Park 13	3,257	81	60	60	50	46	49	45	45	10	14	12	7	3	3	1	9	7	7	9	9	5	127	154	192	186	187	177	186	178	171	174	168	169	165	169	147	148	9	4	4	2	3	2	0	3
Oak Park 14	3,900	46	32	47	29	22	32	26	29	11	13	16	5	5	5	5	13	11	14	11	7	10	253	289	350	346	355	341	345	329	115	117	103	107	107	101	97	95	7	11	9	7	10	9	4	4
Oak Park 15	4,124	91	76	69	55	67	65	54	63	20	12	15	10	8	4	1	15	14	10	15	12	14	183	223	273	245	262	243	267	249	205	196	180	178	179	178	159	159	6	12	4	8	10	9	3	3
Oak Park 16	4,931	81	59	65	50	43	52	41	47	22	10	23	9	10	7	6	13	10	13	15	13	8	266	304	357	350	354	339	360	334	225	221	210	201	200	201	187	187	3	7	6	4	5	6	3	4
Oak Park 17	5,054	77	59	73	58	45	66	49	61	16	17	18	10	13	6	8	22	18	24	20	17	13	262	294	344	325	335	313	340	313	230	233	219	222	217	218	198	189	14	16	13	14	18	16	13	8
Oak Park 18	2,945	41	34	44	31	31	37	27	32	9	8	15	8	7	3	4	14	10	7	11	15	8	181	201	232	222	232	216	228	227	111	103	94	93	97	91	80	84	7	10	12	7	6	6	4	5
Oak Park 19	3,527	59	49	44	41	36	44	40	37	14	15	19	9	6	2	1	8	8	8	6	4	4	196	223	263	247	252	240	249	242	155	154	134	138	140	141	125	121	5	8	7	5	9	8	4	7
Oak Park 20	4,664	55	41	41	41	39	35	27	35	18	18	16	7	13	7	8	13	16	11	11	8	9	299	342	404	393	399	382	400	383	169	152	135	132	139	135	130	128	10	16	12	11	9	7	5	3
Oak Park 21	2,540	39	36	34	23	27	30	28	33	10	8	9	5	9	3	4	8	10	9	3	5	8	113	130	177	153	168	152	159	155	145	131	121	116	130	117	108	101	3	4	2	2	4	2	4	2
Oak Park 22	2,542	46	34	28	36	34	33	29	37	7	11	15	6	6	1	2	13	9	11	11	10	9	105	123	154	152	162	152	155	153	131	129	121	122	126	123	109	106	3	7	3	2	4	6	4	2
Oak Park 23	3,202	36	25	36	30	25	27	27	28	9	7	6	4	2	2	1	8	6	6	10	11	7	201	229	274	263	268	259	274	256	112	114	102	103	100	99	93	94	7	11	6	5	7	5	3	4
Oak Park 24	2,699	29	21	34	26	18	21	24	22	6	6	11	4	6	5	4	5	6	9	5	8	6	178	201	235	227	237	226	232	228	90	90	81	76	78	77	72	69	2	7	6	3	2	4	1	1
Oak Park 25	3,400	62	49	57	50	45	48	48	52	15	8	9	6	8	4	4	9	5	7	8	6	8	155	183	216	208	213	200	213	195	167	167	162	160	162	164	148	148	6	9	1	1	2	4	3	5
Oak Park 26	3,358	46	41	57	33	31	39	27	35	18	10	5	4	8	2	4	11	15	11	10	10	9	172	211	258	245	257	248	255	224	145	137	122	123	130	125	121	115	5	11	8	3	6	4	3	4
Oak Park 27	985	13	13	15	8	10	9	7	6	3	2	1	2	2	1	0	2	2	2	3	1	4	50	51	76	72	75	72	73	67	43	44	42	41	42	41	38	33	3	3	3	2	3	3	1	1
Oak Park 28	3,976	63	46	51	28	41	50	39	40	11	12	7	7	5	6	8	9	10	9	9	13	10	182	217	277	260	271	265	266	259	203	202	180	175	189	184	169	160	7	7	3	8	5	7	4	2
Oak Park 29	3,437	56	50	63	58	42	55	47	45	18	16	21	8	12	5	11	12	13	11	10	12	14	178	201	224	223	228	218	226	208	166	151	135	141	132	136	123	127	6	6	5	10	4	3	2	5
Oak Park 30	3,473	67	52	43	40	51	45	36	45	19	13	13	5	4	5	3	10	12	10	11	8	9	161	187	244	231	234	222	240	216	165	164	149	138	153	142	136	133	9	8	8	6	7	10	3	6
Oak Park 31	5,220	101	77	85	70	66	71	67	71	17	16	17	12	12	7	6	18	12	17	12	11	14	260	300	372	344	362	349	366	346	239	226	208	200	210	208	192	185	12	9	8	9	11	12	6	7
Oak Park 32	2,214	40	36	27	28	26	38	27	31	12	7	6	6	4	0	4	9	8	3	5	3	5	85	106	144	140	147	133	147	144	110	111	99	99	100	109	94	86	5	9	8	4	6	2	1	0
Oak Park 33	2,913	54	41	37	33	32	31	26	34	12	7	12	6	6	2	3	7	7	8	11	4	6	129	155	194	183	189	177	193	177	163	148	133	137	149	141	125	116	4	5	3	1	3	6	2	1
Oak Park 34	2,689	56	44	57	42	38	46	41	40	14	10	11	7	3	3	2	10	8	9	12	8	9	123	150	183	180	179	175	182	168	122	113	102	106	108	103	85	85	8	12	7	10	5	6	3	4
Oak Park 35	4,420	68	50	64	45	38	53	36	45	21	17	15	10	8	6	7	13	15	14	12	9	6	261	289	354	340	350	342	352	341	168	165	149	150	153	146	140	130	5	8	5	2	7	5	3	3
Oak Park 36	4,077	72	56	67	61	46	57	55	54	13	20	13	8	10	4	5	16	15	15	12	9	11	240	269	313	309	312	303	314	304	142	140	132	126	126	123	116	102	10	15	10	11	11	9	10	11
Oak Park 37	1,905	37	32	33	31	31	29	27	29	8	6	4	3	4	3	3	4	4	4	5	3	0	87	100	130	123	128	126	127	125	86	82	81	79	80	85	69	71	6	6	3	1	3	3	3	1
Proviso 1	1,678	25	15	11	12	11	12	10	9	5	13	8	4	5	4	4	4	7	5	5	7	3	86	100	128	119	120	121	124	124	86	75	63	68	71	73	62	62	1	3	4	3	2	4	0	0
Proviso 2	1,401	18	13	7	23	6	3	3	7	8	24	6	5	4	2	1	13	5	4	3	4	2	48	57	76	70	75	68	78	82	102	88	81	77	82	98	75	75	1	2	1	1	0	1	0	2
Proviso 3	880	13	12	8	8	3	8	3	5	7	8	6	2	4	3	6	5	9	4	3	4	2	48	66	79	66	70	68	72	72	28	25	27	24	26	29	23	23	1	2	0	1	2	4	0	1
Proviso 4	1,910	46	28	12	14	19	18	8	13	9	18	7	3	11	5	0	9	7	8	5	3	6	96	120	176	162	163	152	163	148	65	58	55	48	68	54	53	53	3	3	5	2	6	3	4	1
Proviso 5	1,730	40	28	13	14	18	12	5	9	12	15	9	6	3	4	2	3	6	1	4	1	4	112	129	182	174	167	159	175	159	37	34	30	29	27	26	33	35	1	2	2	1	1	3	2	1
Proviso 8	1,302	33	17	18	19	13	16	10	15	10	7	10	4	5	1	1	10	12	7	9	5	4	73	84	98	94	94	96	100	94	50	46	39	42	41	39	35	27	1	5	5	3	5	3	1	1
Proviso 9	1,826	36	20	14	16	17	13	17	20	7	8	6	2	7	1	1	7	3	3	3	3	2	98	121	164	159	165	150	164	148	73	73	49	45	57	52	49	41	2	0	3	0	4	3	0	0
Proviso 17	1,380	25	21	4	9	14	14	5	12	7	8	6	4	5	1	3	0	3	1	1	0	2	76	94	115	111	107	107	115	103	55	51	53	43	54	56	42	38	1	1	2	1	1	5	2	2
Proviso 18	2,690	51	42	29	24	28	27	14	30	19	21	18	8	8	2	4	6	10	6	2	3	3	135	178	247	227	235	222	240	215	90	83	69	77	81	75	65	60	1	7	5	6	5	6	3	3
Proviso 19	1,728	39	27	16	17	22	19	9	23	12	10	9	12	10	2	5	4	9	2	3	2	6	86	112	158	144	147	149	156	140	51	46	40	33	44	49	45	43	4	7	3	3	3	2	3	2
Proviso 20	1,677	42	26	15	13	21	11	10	12	7	14	5	7	4	1	4	0	3	6	0	3	4	99	125	167	150	153	150	154	143	50	45	40	36	39	37	35	35	1	2	1	4	1	0	1	1
Proviso 21	1,295	8	9	10	9	7	9	6	7	5	3	5	3	4	1	1	8	8	6	7	7	5	77	89	101	97	100	95	101	96	56	49	46	43	49	45	42	42	3	9	6	4	4	8	2	3
Proviso 22	1,581	43	23	15	12	17	15	14	13	11	7	10	4	2	2	2	6	6	5	2	2	2	100	121	163	149	153	145	155	135	37	37	30	23	33	27	25	25	0	2	2	0	1	2	1	2
Proviso 30	1,862	39	20	14	19	17	12	8	12	13	18	12	6	9	5	4	6	8	5	5	6	3	98	128	165	155	159	151	158	143	63	58	56	51	58	55	48	45	4	7	4	4	1	4	3	3
Proviso 31	1,080	26	16	5	6	13	5	2	8	8	7	7	6	1	0	0	3	5	1	0	2	2	63	71	101	94	98	87	95	90	41	36	31	24	35	26	25	26	2	4	3	1	2	1	1	0
Proviso 33	2,263	51	37	26	21	31	25	17	22	11	7	19	9	6	3	4	5	9	3	1	1	0	120	153	217	208	206	195	205	190	74	63	55	50	59	52	50	44	1	1	4	2	2	3	1	0
Proviso 34	3,682	99	60	40	31	37	26	25	25	20	21	17	11	16	3	7	10	19	6	4	6	12	213	264	342	304	321	317	331	293	115	98	97	81	102	93	84	78	5	13	8	6	6	6	4	6
Proviso 36	2,033	52	30	18	21	28	14	8	19	10	22	14	7	10	2	2	6	10	3	1	1	6	116	133	188	172	177	175	181	162	66	55	47	41	55	55	48	50	2	6	4	3	3	4	4	2
Proviso 37	1,400	38	26	10	11	21	16	11	12	3	13	10	3	1	1	0	1	4	2	1	1	3	72	86	124	112	114	104	120	105	53	48	45	44	47	46	45	38	1	3	2	1	0	2	0	0
Proviso 38	1,898	37	30	15	10	17	10	6	8	10	10	3	6	5	1	3	4	6	2	2	3	3	115	142	182	166	165	165	181	155	57	60	51	44	58	52	47	42	5	4	3	2	5	4	1	1
Proviso 39	2,204	35	24	19	21	19	12	8	10	13	16	15	5	6	4	5	11	3	2	3	3	5	111	134	176	171	175	167	172	171	106	93	85	76	85	87	68	70	2	1	1	3	4	4	1	2
Proviso 40	1,964	40	27	16	11	27	20	12	22	18	7	10	7	6	2	6	8	7	2	2	2	3	110	133	178	180	175	165	178	163	64	52	50	52	53	49	50	41	2	3	2	2	3	2	0	2
Proviso 41	1,543	41	28	8	8	16	12	10	13	14	11	9	7	8	0	6	1	7	2	1	2	3	86	99	144	134	136	125	142	123	45	51	40	34	42	35	37	37	1	4	5	4	4	3	2	3
Proviso 42	1,324	45	20	16	10	21	15	7	11	11	11	11	7	0	3	0	5	5	3	4	4	3	69	83	123	113	118	112	121	107	42	38	35	27	35	37	26	18	0	1	0	2	0	1	2	2
Proviso 43	1,299	40	29	24	15	19	13	9	13	11	10	5	6	4	1	0	3	6	2	4	5	3	64	86	123	125	117	113	118	110	34	28	25	24	31	22	21	21	1	3	5	1	1	3	0	1
Proviso 44	1,315	43	23	17	12	20	17	12	20	7	9	6	4	4	0	0	2	0	0	3	0	1	75	93	120	114	123	120	117	109	35	32	29	27	33	28	26	25	1	1	2	0	2	2	0	1
Proviso 45	1,727	54	25	16	20	27	14	15	22	17	11	17	14	5	4	8	6	7	7	2	3	5	85	105	149	133	141	141	140	129	55	50	46	48	51	52	41	42	1	4	2	2	2	4	2	3
Proviso 47	1,003	23	12	8	8	11	6	5	9	6	5	1	3	3	1	0	2	8	3	5	3	3	56	76	89	84	87	80	89	79	33	29	31	23	28	32	25	27	2	2	1	1	2	0	1	1
Proviso 48	2,420	54	37	12	15	25	11	9	16	17	25	20	5	6	4	4	9	9	5	3	6	4	143	164	214	202	213	202	207	205	89	77	63	62	75	73	53	48	2	5	5	7	4	5	2	4
Proviso 49	1,398	26	19	8	11	16	9	6	10	6	9	3	4	4	1	0	3	2	4	0	0	4	68	90	111	105	111	100	108	101	66	62	54	51	57	56	53	49	0	4	2	1	0	1	2	1
Proviso 50	2,745	46	23	21	17	14	10	16	13	19	15	14	8	11	7	5	13	15	12	7	9	8	143	175	223	206	221	212	226	208	122	101	92	85	100	104	87	81	11	10	7	7	2	8	6	5
Proviso 51	1,987	27	17	18	16	10	17	11	14	9	10	11	9	4	2	0	15	9	6	8	4	8	92	109	139	134	139	134	142	140	111	95	90	88	89	86	75	76	5	2	2	3	5	3	1	2
Proviso 52	1,242	22	16	9	9	13	9	9	11	7	8	3	4	4	2	3	1	4	4	2	1	0	63	81	113	111	107	110	111	102	49	44	33	28	31	38	36	33	0	3	3	3	1	1	0	0
Proviso 53	1,723	36	22	14	15	18	13	10	17	10	10	6	3	6	3	2	0	7	0	2	2	3	102	117	151	142	150	137	152	139	64	59	55	50	54	53	48	36	2	3	1	2	1	3	2	1
Proviso 56	1,407	42	15	12	8	11	10	3	11	8	14	10	6	6	5	6	3	5	2	2	3	1	80	92	126	124	127	112	120	114	49	41	37	36	42	40	35	31	2	3	2	3	2	3	2	1
Proviso 58	1,233	40	21	11	10	18	11	8	14	8	9	7	7	2	0	2	1	4	0	1	1	1	69	86	111	102	106	103	106	95	42	35	32	30	34	33	28	29	2	2	1	3	2	5	1	0
Proviso 59	1,697	27	14	6	14	12	9	5	12	4	7	9	2	3	2	0	2	4	5	1	1	6	98	125	160	145	156	155	152	142	69	56	47	40	48	53	45	40	0	3	3	4	2	3	2	4
Proviso 60	1,369	17	16	8	15	15	10	6	5	5	12	6	4	7	3	2	5	7	5	4	8	4	68	79	114	106	116	103	104	97	69	56	45	39	55	55	43	39	3	2	1	3	1	3	2	2
Proviso 61	2,480	43	37	29	29	37	33	31	31	13	17	17	12	10	10	6	9	6	3	7	5	3	124	148	174	167	172	178	170	156	116	105	93	93	94	93	88	88	2	6	5	3	3	5	6	3
Proviso 62	2,751	40	21	18	16	21	23	14	21	15	12	15	7	11	4	8	13	13	10	11	12	7	152	180	227	216	221	231	217	207	106	96	90	91	89	92	83	75	9	19	11	4	4	11	4	4
Proviso 63	87	1	1	1	2	0	0	0	1	3	3	1	1	1	1	1	0	0	0	0	0	0	4	4	6	6	5	5	6	6	5	2	5	2	3	4	3	3	0	0	0	0	1	0	0	0
Proviso 64	1,946	52	35	18	18	26	22	14	20	12	11	7	6	7	2	3	5	11	6	7	5	5	105	141	173	160	172	162	155	152	59	58	47	44	57	49	43	49	4	5	3	3	3	5	2	3
Proviso 65	1,585	31	18	7	11	13	12	6	17	8	4	6	3	2	2	1	4	4	3	1	3	1	79	91	119	103	106	115	106	99	87	76	78	78	76	72	64	65	1	2	1	1	3	2	0	4
Proviso 66	3,039	47	44	45	34	36	43	32	39	13	9	8	4	4	0	2	11	10	8	12	11	12	136	162	216	206	208	211	204	197	154	143	126	123	130	129	112	115	7	5	10	7	5	4	3	2
Proviso 67	3,326	56	42	31	30	35	40	27	36	15	13	15	15	6	7	6	9	7	7	10	10	5	158	183	221	206	220	222	209	200	174	178	157	154	156	149	137	133	9	7	7	4	8	7	2	3
Proviso 68	1,572	26	19	18	17	18	14	17	21	9	5	4	3	6	3	4	12	12	12	6	8	7	70	92	92	100	97	103	96	91	82	78	65	70	70	75	63	62	4	5	6	1	3	3	1	2
Proviso 69	1,485	46	24	12	12	20	12	11	11	11	8	5	5	4	0	3	4	6	2	3	4	1	84	96	122	123	115	112	119	108	59	52	45	42	50	45	41	49	2	1	5	4	0	2	2	3
Proviso 71	994	12	9	6	6	5	2	4	5	5	7	1	1	4	1	1	4	3	5	4	2	3	52	62	77	69	74	67	70	65	49	54	43	41	48	44	37	37	2	1	2	0	1	2	2	5
Proviso 72	2,012	40	34	30	27	28	36	23	27	13	8	10	1	4	2	1	3	4	4	6	5	1	89	114	135	128	140	157	141	126	93	91	80	79	82	77	76	74	0	3	5	2	5	7	1	0
Proviso 73	2,269	47	25	25	27	23	24	22	22	11	12	10	6	6	5	6	7	10	7	7	7	4	104	123	130	131	124	148	125	119	127	123	113	111	116	118	105	99	2	8	4	4	7	9	2	4
Proviso 74	2,282	51	51	34	25	36	38	31	38	14	10	7	9	12	4	5	7	12	9	4	5	8	98	123	142	138	139	155	142	130	103	100	91	97	102	99	86	90	5	5	6	5	4	5	3	4
Proviso 76	2,628	50	28	28	28	24	25	22	23	14	13	12	5	10	4	6	15	14	7	14	12	12	107	137	157	145	150	179	151	142	139	135	130	128	141	142	132	113	4	6	7	3	5	4	2	3
Proviso 79	1,686	36	21	15	9	17	13	12	9	14	8	4	6	5	4	2	4	7	4	3	0	0	88	121	155	146	153	149	160	146	52	51	45	39	51	43	39	39	4	3	3	3	2	1	0	0
Proviso 81	1,416	29	22	15	13	18	13	9	14	11	11	8	6	7	2	3	7	4	7	5	8	10	68	86	105	98	103	94	106	88	64	57	54	46	52	53	44	42	3	3	3	8	6	6	4	1
Proviso 82	3,168	81	47	22	17	36	24	12	28	16	18	12	13	7	6	3	5	10	7	3	2	5	192	233	324	295	303	287	303	280	102	77	67	55	79	61	46	52	4	6	4	6	4	4	6	4
Proviso 83	2,410	68	38	17	13	26	21	13	23	10	11	18	10	8	1	6	5	7	3	2	3	2	128	150	235	220	221	208	222	202	78	72	61	53	65	63	59	54	0	2	1	5	2	1	2	1
Proviso 85	773	10	7	6	5	9	7	4	5	7	3	8	2	2	3	3	3	6	1	2	4	3	36	49	61	56	59	52	61	51	30	30	27	29	30	30	30	28	2	2	1	1	1	3	2	2
Proviso 86	1,962	54	38	18	12	22	21	12	19	7	7	9	8	3	4	3	1	4	5	1	3	4	105	138	183	171	183	173	178	169	62	54	46	43	56	48	40	39	2	3	0	5	3	3	1	2
Proviso 91	1,456	31	26	14	14	12	12	5	14	6	5	10	1	9	3	0	4	7	5	5	3	5	75	89	110	100	105	98	104	99	72	56	52	54	63	62	55	50	4	5	2	3	1	3	2	1
Proviso 92	2,392	32	25	26	18	17	20	14	18	9	14	12	9	10	4	7	13	7	6	5	7	3	128	162	196	194	192	188	194	186	98	85	79	75	77	82	76	75	4	4	3	3	5	4	2	4
Proviso 94	1,809	37	28	18	11	18	18	7	16	9	9	11	5	3	1	3	3	2	2	1	0	0	96	117	187	180	169	171	176	169	56	51	39	33	41	40	32	30	1	5	5	1	2	1	2	3
Proviso 99	1,934	47	24	22	18	29	14	7	16	7	12	6	5	2	2	3	0	6	3	0	3	2	93	115	174	164	167	156	164	154	75	74	59	56	68	61	55	51	2	3	2	3	1	4	3	2
Proviso 101	1,450	10	11	12	13	8	7	8	13	6	10	6	3	5	1	3	6	5	5	5	6	6	75	86	115	114	116	110	117	109	57	57	52	55	53	53	47	51	5	4	3	5	4	5	2	6
Proviso 102	1,472	16	8	5	10	7	7	5	8	12	17	8	3	8	5	3	8	6	3	6	3	1	71	77	97	87	91	89	92	93	95	75	74	71	78	84	67	62	0	4	4	3	3	3	2	1
River Forest 2	2,041	12	9	13	12	7	8	6	9	6	8	7	5	5	6	5	9	9	9	9	8	7	158	179	200	198	194	190	198	184	47	45	39	39	44	40	37	32	6	4	6	5	6	10	5	6
River Forest 3	2,392	18	16	17	12	10	13	7	11	11	10	5	4	5	4	5	10	7	9	13	9	6	147	168	201	195	197	190	191	182	90	94	86	84	85	83	78	73	6	10	5	5	8	7	4	1
River Forest 4	2,970	21	19	26	14	17	17	14	20	10	5	7	6	8	3	3	14	21	18	16	18	16	193	212	247	240	252	241	251	236	98	96	94	89	89	89	82	82	8	14	12	13	11	13	8	7
River Forest 5	2,170	19	17	24	16	16	19	14	18	6	6	3	3	3	2	1	12	8	10	8	6	5	136	159	189	188	185	186	190	185	68	67	60	60	65	64	57	52	4	7	6	7	8	5	3	3
River Forest 6	1,684	20	15	19	17	14	14	15	12	6	2	6	2	2	2	3	13	11	11	9	7	5	123	133	151	150	152	145	152	143	42	41	37	35	36	36	33	30	5	5	5	7	6	4	3	5
River Forest 7	2,680	28	27	33	24	14	18	18	16	13	12	12	9	10	9	8	13	15	13	11	10	9	174	204	244	238	240	234	239	224	74	70	62	64	62	64	56	52	9	9	8	6	7	8	4	6
River Forest 8	3,402	37	33	35	29	24	27	29	28	14	12	8	3	7	1	3	15	14	14	14	15	10	221	253	291	287	293	284	287	278	108	103	98	102	97	95	94	85	7	8	11	9	4	3	4	8
Riverside 13	134	4	5	3	1	2	3	2	4	1	0	2	0	0	0	0	0	0	0	2	1	0	7	10	8	9	9	8	9	9	3	6	5	4	5	4	4	3	0	1	0	0	0	0	0	0
