Precinct	total_votes	votes|Yes	votes|No
33001	507	495	12
33003	747	729	18
33008	725	690	35
33022	493	477	16
33024	715	680	35
33026	434	426	8
33028	518	502	16
39005	431	402	29
39007	383	363	20
39008	418	403	15
39026	409	377	32
39032	346	322	24
39040	415	381	34
40007	500	476	24
40008	666	646	20
40012	444	431	13
40021	567	553	14
40025	610	588	22
40033	520	502	18
40036	461	444	17
50009	329	311	18
50019	231	222	9
50037	422	401	21
