Precinct	total_votes	votes|Yes	votes|No
01001	565	491	74
01002	432	381	51
01007	388	338	50
01009	380	320	60
01013	245	212	33
01016	636	552	84
01017	455	404	51
01019	604	515	89
01020	424	384	40
01023	740	669	71
01026	319	290	29
01028	101	93	8
01029	641	537	104
01034	429	367	62
01041	312	269	43
01042	172	138	34
01043	321	261	60
01044	488	418	70
26007	364	339	25
26008	171	148	23
26023	217	176	41
26024	265	237	28
26034	424	385	39
26037	360	326	34
26049	172	151	21
30003	336	280	56
30007	407	328	79
30008	498	414	84
30015	386	297	89
30018	478	417	61
30022	542	472	70
30023	424	382	42
30024	515	457	58
30025	549	486	63
30026	236	192	44
30032	305	256	49
31001	231	195	36
31004	370	319	51
31005	262	221	41
31007	417	380	37
31010	220	180	40
31013	248	213	35
31016	325	285	40
31018	238	190	48
31022	218	187	31
31023	261	211	50
31024	251	204	47
31026	272	221	51
31036	280	226	54
31039	295	272	23
31040	295	267	28
31041	212	183	29
32001	607	463	144
32003	607	503	104
32004	489	384	105
32005	543	445	98
32006	621	527	94
32011	498	447	51
32012	404	360	44
32014	569	498	71
32016	566	452	114
32017	552	466	86
32020	528	474	54
32022	706	631	75
32026	620	535	85
32028	548	477	71
32029	598	503	95
32031	564	444	120
32032	591	466	125
32033	534	431	103
32034	582	481	101
32037	524	432	92
32043	527	469	58
33004	701	604	97
33005	476	384	92
33009	605	479	126
33012	501	417	84
33013	523	440	83
33014	281	232	49
33019	610	495	115
33026	436	388	48
33028	516	466	50
35001	473	396	77
35002	523	445	78
35003	419	376	43
35004	425	338	87
35005	421	365	56
35006	427	374	53
35007	481	438	43
35008	492	444	48
35010	615	553	62
35011	520	451	69
35012	281	244	37
35013	287	249	38
35014	297	258	39
35015	561	504	57
35016	228	195	33
35017	514	468	46
35018	270	226	44
35019	220	189	31
35021	398	351	47
35024	407	346	61
35025	541	488	53
35028	435	366	69
36012	204	169	35
