Precinct	total_votes	votes|Yes	votes|No
01001	541	430	111
01002	420	341	79
01007	373	296	77
01009	363	281	82
01013	231	184	47
01016	607	483	124
01017	426	339	87
01019	568	457	111
01020	409	334	75
01023	706	600	106
01026	306	257	49
01028	100	86	14
01029	604	477	127
01034	408	332	76
01041	299	252	47
01042	162	123	39
01043	302	235	67
01044	461	363	98
26007	347	300	47
26008	171	132	39
26023	209	162	47
26024	255	213	42
26034	401	334	67
26037	339	285	54
26049	165	134	31
30003	321	249	72
30007	397	293	104
30008	481	359	122
30015	368	261	107
30018	468	383	85
30022	517	414	103
30023	410	334	76
30024	492	405	87
30025	527	412	115
30026	230	181	49
30032	297	230	67
31001	229	175	54
31004	359	275	84
31005	248	190	58
31007	403	335	68
31010	219	169	50
31013	241	196	45
31016	315	257	58
31018	235	179	56
31022	214	171	43
31023	256	191	65
31024	243	182	61
31026	264	194	70
31036	273	205	68
31039	287	250	37
31040	288	228	60
31041	202	155	47
32001	589	422	167
32003	572	448	124
32004	453	330	123
32005	519	386	133
32006	583	458	125
32011	470	396	74
32012	383	324	59
32014	547	452	95
32016	532	396	136
32017	518	408	110
32020	506	404	102
32022	680	566	114
32026	597	475	122
32028	522	417	105
32029	570	457	113
32031	529	380	149
32032	551	403	148
32033	510	380	130
32034	551	422	129
32037	497	371	126
32043	509	431	78
33004	679	544	135
33005	461	350	111
33009	593	462	131
33012	478	377	101
33013	497	404	93
33014	274	211	63
33019	587	446	141
33026	414	351	63
33028	489	400	89
35001	444	355	89
35002	497	406	91
35003	405	349	56
35004	411	300	111
35005	414	339	75
35006	413	332	81
35007	462	389	73
35008	473	381	92
35010	575	473	102
35011	491	400	91
35012	276	229	47
35013	280	224	56
35014	292	231	61
35015	541	462	79
35016	221	165	56
35017	495	429	66
35018	267	204	63
35019	213	166	47
35021	385	311	74
35024	395	308	87
35025	507	423	84
35028	418	334	84
36012	196	153	43
